idx,created_at,tree_dbh,curb_loc,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist,health
14241,92,27,0,,,0,0,1,3,3,57,57,4,784,4,6,13,13,46,35,1
14242,479,14,0,,,1,0,1,2,2,52,52,3,63,3,3,31,21,37,31,1
14243,60,3,0,1,0,1,0,18,21,21,37,37,4,486,4,6,24,9,30,26,1
14244,160,33,0,,,0,2,10,3,3,113,113,0,500,0,4,4,0,4,10,0
14245,39,25,0,,,1,2,,3,3,116,116,0,288,0,4,0,0,0,4,1
14246,478,19,0,,,1,0,,16,16,7,7,4,8,4,6,6,6,6,6,1
14247,106,34,0,,,0,2,1,3,3,155,155,0,366,0,36,10,4,0,11,1
14248,95,3,0,,,1,0,,5,5,98,98,1,258,1,1,49,15,54,46,1
14249,70,6,0,1,,1,1,,19,19,29,29,0,328,0,13,14,0,5,0,1
14250,77,5,0,1,1,1,2,,6,6,114,114,4,544,4,6,50,14,36,30,1
14251,56,24,0,,,0,0,,64,64,99,99,4,151,4,6,24,14,46,26,1
14252,169,2,0,,,1,1,,6,6,60,60,2,74,2,2,11,2,21,19,1
14253,45,21,0,,,0,2,,16,16,139,139,1,240,1,1,47,1,57,45,1
14254,160,15,0,,1,0,0,,1,1,133,133,4,729,4,6,16,11,19,17,1
14255,346,26,0,,,1,0,0,16,16,170,170,1,526,1,1,49,18,52,43,0
14256,34,16,0,1,2,1,0,52,47,47,14,14,0,538,0,4,10,4,10,11,0
14257,50,5,0,1,2,0,0,,5,5,70,70,4,618,4,6,40,9,63,34,1
14258,70,8,0,1,,1,0,10,2,2,52,52,3,97,3,29,31,18,22,28,1
14259,494,16,0,,,1,2,2,28,28,47,47,0,402,0,39,29,7,7,7,1
14260,462,12,0,,,0,0,1,3,3,44,44,0,369,0,22,28,19,28,29,1
14261,169,14,0,,,0,0,,0,0,114,114,4,175,4,6,50,14,36,30,1
14262,124,31,0,,,0,2,1,2,2,118,118,4,185,4,6,36,11,40,36,1
14263,470,22,0,,,1,0,0,3,3,34,34,4,37,4,6,22,14,27,24,2
14264,369,20,0,0,0,1,0,24,14,14,22,22,0,397,0,12,15,17,33,16,1
14265,287,17,0,,,0,2,,2,2,3,3,2,104,2,2,2,2,2,2,1
14266,143,7,0,,,0,0,1,10,10,138,138,1,239,1,1,55,25,61,49,1
14267,53,5,0,1,,1,1,,14,14,155,155,0,581,0,36,10,0,0,11,1
14268,160,5,0,,,0,0,1,10,10,62,62,2,79,2,2,8,2,8,8,0
14269,155,8,0,,,1,1,1,3,3,7,7,4,227,4,6,6,16,42,38,1
14270,131,5,0,,,0,2,,10,10,151,151,1,607,1,1,38,25,61,49,1
14271,70,4,0,,2,1,0,,5,5,72,72,4,507,4,6,43,24,50,41,1
14272,168,28,0,,,0,2,,3,3,56,56,4,377,4,6,35,6,6,6,1
14273,462,31,0,,,0,0,,0,0,105,105,0,160,0,9,10,5,11,11,1
14274,118,12,0,,,1,0,1,0,0,99,99,4,522,4,6,24,14,30,26,0
14275,232,10,0,,0,0,0,,16,16,28,28,3,228,3,3,18,12,55,28,1
14276,137,4,0,1,0,1,0,,20,20,12,12,2,42,2,2,2,2,2,8,1
14277,168,11,0,,,0,1,2,16,16,37,37,4,40,4,6,24,16,30,26,1
14278,240,14,0,,,1,2,,8,8,23,23,2,138,2,2,2,2,2,2,1
14279,452,5,1,1,0,0,0,18,6,6,97,97,3,420,3,3,37,20,14,37,1
14280,213,17,0,,,0,0,,0,0,113,113,0,394,0,4,4,4,4,4,1
14281,147,17,0,,,1,0,19,16,16,92,92,0,134,0,21,27,19,34,27,1
14282,485,6,0,,,0,0,,6,6,55,55,4,440,4,6,34,9,8,34,1
14283,79,12,1,,,1,2,,9,9,37,37,4,467,4,6,24,16,30,26,1
14284,184,16,0,,,0,2,1,28,28,30,30,0,488,0,14,19,7,23,21,1
14285,134,12,0,,,1,2,,5,5,74,74,0,105,0,9,5,5,26,23,1
14286,144,7,0,,,1,0,1,16,16,74,74,0,146,0,9,5,10,26,23,1
14287,41,29,0,,0,0,0,10,26,26,44,44,0,94,0,22,28,19,28,29,1
14288,426,28,0,,,1,0,1,16,16,82,82,0,659,0,31,7,7,7,7,1
14289,139,4,0,,,1,0,4,2,2,34,34,4,1112,4,6,22,14,27,48,1
14290,364,6,0,0,,1,0,,3,3,73,73,0,1113,0,30,20,7,24,22,2
14291,469,4,0,,,0,0,,0,0,44,44,0,94,0,22,28,19,28,29,1
14292,181,6,0,,,1,2,,6,6,97,97,3,149,3,3,37,20,14,37,1
14293,88,6,0,,,0,2,,16,16,12,12,2,261,2,2,2,2,8,8,1
14294,204,15,0,,,0,0,1,93,93,11,11,4,675,4,6,9,20,9,9,0
14295,451,28,0,,,0,2,28,16,16,103,103,2,249,2,2,11,13,21,19,1
14296,409,9,0,1,,0,2,,37,37,24,24,4,527,4,6,42,22,58,36,0
14297,385,5,0,,,1,2,,6,6,116,116,0,263,0,4,0,0,17,10,2
14298,129,5,0,1,,1,0,,10,10,50,50,4,274,4,6,36,11,35,9,1
14299,26,17,0,,,0,2,70,3,3,174,174,0,576,0,36,10,0,0,0,1
14300,68,6,0,,,1,2,,41,41,49,49,2,78,2,2,8,2,12,8,0
14301,20,2,0,,,0,1,,6,6,174,174,0,774,0,36,10,0,0,11,1
14302,161,6,0,,,0,2,,9,9,29,29,0,723,0,13,14,0,5,0,1
14303,460,22,0,,,0,2,1,16,16,16,16,2,176,2,2,2,2,2,2,1
14304,203,8,1,,0,1,0,,2,2,13,13,0,100,0,8,4,0,17,10,0
14305,134,5,0,1,,1,1,,43,43,94,94,0,139,0,33,14,0,11,0,1
14306,406,2,0,1,0,1,0,,26,26,22,22,0,397,0,12,15,17,33,16,0
14307,123,4,0,1,0,1,2,,11,11,167,167,1,787,1,1,45,25,51,42,1
14308,82,12,0,,,0,0,3,0,0,60,60,2,74,2,2,11,2,12,19,1
14309,422,6,0,,,0,2,1,19,19,106,106,1,165,1,1,44,1,1,1,1
14310,96,15,0,,,0,1,,6,6,28,28,3,30,3,3,18,3,22,18,0
14311,177,4,1,,,0,1,17,41,41,2,2,2,297,2,2,2,2,2,2,1
14312,178,8,0,,,0,0,,9,9,158,158,4,611,4,6,43,24,50,41,1
14313,139,25,0,,,1,2,,28,28,88,88,4,127,4,6,48,24,36,24,1
14314,165,7,0,,,1,1,,61,61,28,28,3,205,3,3,18,12,55,28,1
14315,202,23,0,,,0,2,1,8,8,144,144,0,313,0,9,10,5,11,11,1
14316,93,8,0,,,1,0,1,3,3,21,21,0,519,0,11,0,0,11,0,1
14317,140,13,0,,,1,2,,16,16,86,86,0,570,0,9,5,10,26,23,0
14318,82,5,0,,,1,0,7,2,2,162,162,4,726,4,6,57,13,49,14,1
14319,483,5,0,,,1,1,,39,39,32,32,3,941,3,3,21,12,55,13,0
14320,74,16,0,,,1,0,,2,2,106,106,1,161,1,1,44,1,57,1,1
14321,290,19,0,,,0,0,,8,8,161,161,0,458,0,41,41,5,10,21,0
14322,126,5,0,,0,1,2,34,2,2,91,91,2,131,2,2,8,2,2,8,1
14323,178,8,0,,1,1,0,,2,2,99,99,4,522,4,6,24,14,30,26,0
14324,390,16,0,,,0,0,0,5,5,109,109,4,465,4,6,6,16,42,6,1
14325,92,18,0,,,0,0,1,10,10,116,116,0,413,0,36,0,0,0,4,0
14326,20,6,1,,,1,1,,6,6,17,17,4,18,4,6,9,6,13,12,0
14327,98,3,0,,,0,2,0,0,0,7,7,4,309,4,6,6,6,6,6,1
14328,145,2,0,1,0,1,0,,5,5,8,8,0,229,0,4,4,4,4,4,1
14329,263,28,0,,,0,0,0,16,16,166,166,3,498,3,3,56,12,3,18,1
14330,461,9,0,,,1,2,,21,21,117,117,0,908,0,9,5,10,26,23,1
14331,176,23,0,,,0,2,,16,16,38,38,0,884,0,18,25,17,31,16,0
14332,151,4,1,,0,1,0,23,3,3,20,20,0,387,0,10,14,10,16,15,1
14333,175,14,0,,,0,0,14,0,0,113,113,0,394,0,4,4,4,4,4,1
14334,175,8,0,,,1,0,,21,21,160,160,4,636,4,6,43,24,62,30,1
14335,106,27,0,1,0,1,0,,14,14,73,73,0,102,0,30,20,7,24,22,0
14336,437,4,0,1,0,1,0,,6,6,70,70,4,618,4,6,40,9,63,34,1
14337,407,15,0,,,1,0,4,2,2,95,95,0,819,0,34,29,10,44,15,0
14338,129,3,0,1,,0,0,,0,0,113,113,0,394,0,4,4,4,4,4,0
14339,74,9,0,1,0,0,2,,5,5,35,35,0,178,0,17,20,7,28,22,1
14340,49,11,0,1,,0,2,,47,47,26,26,2,567,2,2,11,2,21,8,1
14341,132,30,0,,,1,0,2,16,16,5,5,0,5,0,4,4,0,4,4,1
14342,204,6,0,1,,1,0,,16,16,93,93,4,135,4,6,36,20,35,9,1
14343,150,9,0,0,0,0,0,8,6,6,134,134,3,478,3,3,3,3,3,3,0
14344,408,7,0,1,0,0,1,,11,11,0,0,0,372,0,0,0,0,17,10,1
14345,163,4,0,,,0,2,,44,44,90,90,3,130,3,3,18,8,55,28,1
14346,49,4,0,,,1,0,,6,6,61,61,0,275,0,32,7,10,44,23,1
14347,192,3,0,,,1,1,,9,9,3,3,2,3,2,2,2,2,2,2,1
14348,200,11,0,,,0,1,72,5,5,20,20,0,657,0,10,14,10,16,15,1
14349,95,7,0,1,1,0,2,,24,24,52,52,3,203,3,3,31,21,37,31,0
14350,391,32,0,,,0,2,1,3,3,120,120,1,728,1,1,38,23,43,40,0
14351,129,14,0,,,0,0,25,3,3,99,99,4,341,4,6,24,14,46,48,1
14352,120,3,0,,,1,2,,20,20,82,82,0,126,0,31,7,7,7,7,1
14353,158,29,0,,,1,0,1,2,2,172,172,1,645,1,1,1,23,61,49,1
14354,480,5,0,,,1,0,,5,5,115,115,1,1048,1,1,51,25,56,33,1
14355,113,5,1,1,,0,0,,21,21,94,94,0,565,0,33,14,0,5,0,1
14356,189,8,0,,,1,0,,24,24,167,167,1,508,1,1,45,25,51,42,1
14357,124,3,0,,,1,0,,6,6,133,133,4,521,4,6,16,11,19,17,0
14358,154,8,1,1,,1,1,,10,10,64,64,2,171,2,2,2,2,2,2,1
14359,136,7,0,,0,0,0,,24,24,82,82,0,126,0,31,7,7,7,7,1
14360,138,5,0,,0,1,0,,6,6,102,102,3,154,3,3,21,8,25,13,0
14361,92,6,0,1,0,1,0,10,40,40,44,44,0,369,0,22,28,19,28,29,1
14362,149,25,0,,,0,2,,16,16,50,50,4,256,4,6,36,11,35,9,1
14363,465,15,0,,1,0,2,,0,0,17,17,4,550,4,6,9,6,9,12,1
14364,101,16,0,,,0,0,,60,60,28,28,3,529,3,3,18,18,55,28,1
14365,96,20,0,,,0,0,34,3,3,13,13,0,100,0,8,4,0,17,10,1
14366,198,15,0,,,0,1,,16,16,9,9,0,242,0,7,7,7,7,7,1
14367,61,12,0,,,0,1,,21,21,23,23,2,138,2,2,2,2,2,2,2
14368,455,6,0,1,,0,0,,48,48,110,110,0,365,0,11,0,0,0,0,1
14369,51,6,0,,,0,1,33,0,0,7,7,4,530,4,6,6,16,42,38,1
14370,380,6,0,,,0,0,,2,2,141,141,1,386,1,1,23,25,56,25,0
14371,3,5,0,1,0,0,1,,38,38,17,17,4,18,4,6,9,6,13,12,0
14372,204,6,0,,,1,2,,3,3,6,6,0,224,0,5,5,5,5,5,1
14373,9,29,0,,,0,0,,2,2,48,48,4,674,4,6,30,14,35,30,0
14374,49,11,0,,,1,2,,20,20,118,118,4,593,4,6,36,11,40,36,1
14375,174,10,0,,0,1,2,,41,41,146,146,2,720,2,2,11,13,12,19,0
14376,42,11,0,,,0,1,,0,0,52,52,3,97,3,29,31,18,22,28,1
14377,60,7,0,1,,0,1,24,5,5,125,125,1,718,1,1,39,25,45,42,1
14378,463,9,0,,,1,2,,5,5,52,52,3,308,3,3,31,21,37,31,1
14379,359,5,0,,,1,2,,6,6,155,155,0,366,0,36,10,4,0,11,1
14380,141,13,0,,,0,2,,16,16,61,61,0,388,0,25,7,10,44,23,1
14381,88,5,0,1,0,0,0,,50,50,31,31,0,395,0,15,20,7,24,22,1
14382,160,36,0,,,0,0,1,3,3,113,113,0,180,0,4,4,0,4,10,1
14383,390,7,0,1,0,0,0,,5,5,16,16,2,176,2,2,2,2,2,2,1
14384,264,13,0,1,0,0,2,,21,21,93,93,4,135,4,6,36,20,35,9,1
14385,110,3,0,1,0,1,0,,6,6,4,4,3,22,3,3,3,3,3,3,1
14386,155,7,0,1,0,0,0,,24,24,141,141,1,386,1,1,23,25,56,25,1
14387,19,7,0,1,0,1,0,2,11,11,129,129,4,208,4,6,9,20,9,9,1
14388,384,11,0,1,0,0,0,3,20,20,58,58,4,771,4,6,36,11,40,36,0
14389,94,5,0,1,0,0,0,,52,52,141,141,1,404,1,1,23,25,56,25,1
14390,156,6,0,1,,0,0,31,19,19,37,37,4,159,4,6,24,16,30,26,1
14391,129,23,0,,,0,0,,8,8,81,81,3,832,3,3,31,21,53,44,1
14392,405,23,0,,,1,0,1,3,3,53,53,4,702,4,6,32,22,38,32,1
14393,223,11,0,,,1,2,0,58,58,54,54,1,568,1,1,33,15,39,33,1
14394,139,7,0,,,1,0,,0,0,7,7,4,72,4,6,6,16,42,38,1
14395,152,5,0,,0,0,0,,5,5,51,51,4,725,4,6,30,20,62,30,1
14396,130,5,0,1,0,1,0,,20,20,148,148,3,307,3,3,56,12,3,18,1
14397,176,19,0,1,,1,0,,8,8,121,121,3,583,3,3,52,21,37,31,1
14398,89,17,0,,,0,0,2,3,3,17,17,4,619,4,6,9,6,9,12,1
14399,173,8,1,,0,0,2,,11,11,115,115,1,179,1,1,51,25,52,33,0
14400,144,7,0,1,,0,0,,19,19,28,28,3,205,3,3,18,12,55,28,0
14401,59,14,0,,,0,0,49,26,26,35,35,0,201,0,17,20,7,23,22,1
14402,49,8,0,,,1,2,,24,24,108,108,4,168,4,6,43,24,36,24,1
14403,189,20,0,,,0,2,,16,16,99,99,4,319,4,6,24,16,30,26,1
14404,150,3,1,,,0,1,28,0,0,20,20,0,387,0,10,14,10,16,15,1
14405,157,9,0,,,0,2,,44,44,159,159,0,740,0,40,5,5,16,5,1
14406,104,26,0,,,0,2,,11,11,113,113,0,543,0,4,4,4,4,4,1
14407,44,22,0,,,1,0,,10,10,51,51,4,651,4,6,30,11,62,50,0
14408,64,23,0,1,,1,1,,26,26,2,2,2,297,2,2,2,2,2,2,1
14409,175,5,0,0,,1,2,,39,39,173,173,4,573,4,6,22,14,60,48,1
14410,134,17,0,,,0,0,,8,8,2,2,2,418,2,2,2,2,2,2,0
14411,112,17,0,,,1,0,,8,8,184,184,3,1015,3,3,58,21,25,31,0
14412,125,6,1,1,0,1,2,,5,5,16,16,2,17,2,2,2,2,2,2,0
14413,130,6,0,1,0,1,0,18,43,43,16,16,2,243,2,2,2,2,2,2,1
14414,155,4,0,1,0,1,1,,21,21,60,60,2,74,2,2,11,2,12,19,0
14415,55,3,0,1,0,1,0,18,26,26,97,97,3,420,3,3,37,20,14,37,1
14416,160,26,0,,,0,2,1,21,21,59,59,3,70,3,3,37,20,41,37,1
14417,63,8,0,1,1,0,0,18,2,2,81,81,3,116,3,3,31,21,53,44,1
14418,118,28,0,,,0,0,0,0,0,150,150,0,327,0,8,4,0,17,10,1
14419,480,18,0,,0,0,0,,20,20,71,71,0,511,0,28,41,10,11,21,1
14420,194,27,0,,,1,0,1,3,3,96,96,1,427,1,1,23,15,56,25,1
14421,135,24,0,,,0,2,,16,16,17,17,4,619,4,6,9,6,9,12,1
14422,206,17,0,,,0,2,50,45,45,29,29,0,213,0,13,14,0,5,0,0
14423,129,13,0,,,0,0,23,9,9,140,140,0,474,0,39,29,10,7,15,0
14424,119,22,0,,,0,2,1,21,21,155,155,0,578,0,36,10,4,10,11,1
14425,323,14,0,,,1,2,,57,57,27,27,3,1114,3,3,17,12,64,20,1
14426,157,5,0,1,,1,0,10,5,5,23,23,2,25,2,2,2,2,12,2,1
14427,448,16,0,,,0,0,49,2,2,31,31,0,837,0,15,20,7,24,22,1
14428,303,6,0,,,1,1,,16,16,109,109,4,465,4,6,6,16,42,6,1
14429,96,6,0,,,0,2,,8,8,29,29,0,76,0,16,14,0,11,0,1
14430,460,35,0,,1,1,2,2,8,8,27,27,3,686,3,3,17,12,64,20,1
14431,163,5,0,,,0,2,,6,6,118,118,4,593,4,6,36,11,40,36,1
14432,150,8,0,0,0,0,1,,2,2,50,50,4,274,4,6,36,11,35,9,1
14433,465,6,0,,,1,2,0,2,2,90,90,3,280,3,3,18,8,55,28,1
14434,148,22,0,,,1,2,1,28,28,93,93,4,301,4,6,36,20,35,9,1
14435,394,17,0,,,1,0,0,3,3,24,24,4,26,4,6,16,11,19,17,1
14436,160,13,0,,,0,0,19,3,3,36,36,1,39,1,1,23,15,29,25,0
14437,92,5,0,1,0,0,0,1,2,2,97,97,3,420,3,3,37,20,14,37,1
14438,409,14,1,,,0,2,,20,20,94,94,0,139,0,33,14,0,11,0,2
14439,112,9,0,,0,0,0,,8,8,60,60,2,145,2,2,11,2,21,19,0
14440,139,14,0,,,0,0,,28,28,16,16,2,17,2,2,2,2,2,2,1
14441,161,26,0,,,1,0,1,16,16,64,64,2,95,2,2,2,2,2,2,0
14442,150,14,0,,,0,0,,0,0,116,116,0,263,0,4,0,0,17,10,1
14443,206,17,0,,,0,0,7,10,10,110,110,0,237,0,35,0,0,17,10,1
14444,82,4,0,0,,1,1,,6,6,38,38,0,884,0,18,25,17,31,16,1
14445,147,4,0,,,1,0,,9,9,167,167,1,558,1,1,45,25,51,42,1
14446,149,8,0,,,1,0,4,9,9,181,181,4,685,4,6,13,9,15,35,1
14447,170,3,0,1,0,1,0,,10,10,2,2,2,297,2,2,2,2,2,2,1
14448,123,3,0,,0,1,0,,20,20,51,51,4,725,4,6,30,20,62,30,1
14449,89,11,0,,,0,2,,19,19,66,66,0,352,0,26,14,10,44,15,1
14450,159,6,0,,,1,0,2,3,3,30,30,0,385,0,14,19,7,23,21,0
14451,139,16,0,0,0,0,0,1,24,24,14,14,0,538,0,4,10,7,10,11,1
14452,21,7,0,,,0,0,,16,16,11,11,4,12,4,6,9,6,9,9,1
14453,403,5,0,,,0,2,,104,104,13,13,0,595,0,8,4,0,17,10,2
14454,79,4,0,,,1,2,,6,6,85,85,1,121,1,1,47,18,54,45,1
14455,440,8,0,,,1,2,,3,3,161,161,0,918,0,41,41,5,10,21,1
14456,141,11,0,,0,1,2,,14,14,64,64,2,95,2,2,2,2,8,2,1
14457,110,5,0,,0,0,0,,5,5,30,30,0,801,0,14,19,7,23,21,1
14458,140,16,0,,0,1,0,,20,20,166,166,3,890,3,3,56,12,20,18,1
14459,124,4,0,,,0,0,,16,16,65,65,1,716,1,1,38,23,43,40,1
14460,208,6,0,,,0,0,10,0,0,171,171,1,672,1,1,55,25,61,49,1
14461,74,3,0,,,0,0,,39,39,20,20,0,21,0,10,14,10,16,15,1
14462,59,3,0,,,1,0,,2,2,62,62,2,306,2,2,8,2,12,8,1
14463,20,16,0,,,0,2,,5,5,7,7,4,530,4,6,6,16,42,38,1
14464,181,4,0,1,,1,0,,21,21,162,162,4,468,4,6,57,13,49,14,1
14465,413,31,0,,,0,2,2,8,8,15,15,2,399,2,2,11,13,21,19,1
14466,476,4,1,1,0,1,0,,10,10,51,51,4,512,4,6,30,20,35,30,1
14467,93,19,0,,2,0,0,2,2,2,26,26,2,162,2,2,11,13,21,19,0
14468,455,25,0,,0,0,2,,21,21,22,22,0,1115,0,12,15,17,33,16,1
14469,89,5,0,1,0,0,1,,21,21,5,5,0,5,0,4,4,4,4,4,1
14470,115,8,0,1,1,0,0,8,5,5,40,40,0,797,0,17,20,7,47,22,1
14471,283,12,0,,,0,2,,9,9,117,117,0,184,0,9,5,10,26,23,0
14472,138,4,0,0,0,0,2,,10,10,37,37,4,40,4,6,24,16,30,26,0
14473,63,14,0,,0,0,0,42,2,2,110,110,0,356,0,35,0,0,0,10,1
14474,87,7,0,,,1,0,,24,24,77,77,1,913,1,1,45,25,51,42,1
14475,470,18,0,,,1,2,1,16,16,88,88,4,666,4,6,48,14,27,48,0
14476,23,7,0,,2,1,0,2,10,10,62,62,2,561,2,2,8,2,8,8,1
14477,457,20,0,,,0,0,,0,0,111,111,1,172,1,1,45,1,29,1,0
14478,64,3,0,,,0,2,,16,16,157,157,4,496,4,6,6,16,42,38,1
14479,102,20,0,,,0,0,,6,6,31,31,0,837,0,15,20,7,24,22,1
14480,153,17,0,,,0,0,2,9,9,10,10,2,663,2,2,8,2,8,8,1
14481,71,10,1,,,0,0,,0,0,3,3,2,3,2,2,2,2,2,2,1
14482,83,3,0,1,,1,2,,5,5,152,152,4,540,4,6,9,6,13,12,0
14483,418,21,0,,2,1,0,2,5,5,112,112,0,248,0,26,14,5,16,15,2
14484,102,25,0,,,1,0,1,3,3,76,76,1,241,1,1,44,1,1,1,1
14485,60,5,0,,0,1,2,,58,58,53,53,4,371,4,6,32,16,42,38,2
14486,477,3,0,,,0,0,,41,41,3,3,2,114,2,2,2,2,2,2,1
14487,107,4,0,1,0,1,2,,6,6,16,16,2,17,2,2,2,2,2,2,1
14488,78,21,0,1,,0,0,3,5,5,101,101,2,423,2,2,11,13,21,19,1
14489,88,9,0,1,,1,0,,5,5,110,110,0,234,0,35,0,0,17,10,1
14490,130,13,0,1,0,1,0,18,10,10,60,60,2,74,2,2,11,2,12,19,1
14491,205,24,0,,,1,0,1,3,3,88,88,4,244,4,6,48,24,36,41,1
14492,112,8,0,,,1,1,,8,8,8,8,0,894,0,4,4,0,17,10,1
14493,169,4,0,,,1,0,2,9,9,9,9,0,451,0,7,7,7,7,7,1
14494,42,34,0,,,0,2,0,19,19,54,54,1,568,1,1,33,15,39,33,0
14495,181,3,0,,,1,2,,6,6,3,3,2,114,2,2,2,2,2,2,1
14496,470,3,0,,,1,0,,10,10,2,2,2,418,2,2,2,2,2,2,0
14497,126,4,0,1,2,0,0,2,8,8,101,101,2,153,2,2,11,13,12,19,1
14498,89,4,0,,,0,2,1,16,16,57,57,4,784,4,6,13,13,46,35,1
14499,192,12,0,1,,0,1,,9,9,6,6,0,87,0,9,5,5,16,5,0
14500,382,12,0,,,0,0,20,19,19,23,23,2,193,2,2,2,2,12,2,0
14501,117,3,0,,,0,0,23,0,0,55,55,4,66,4,6,34,9,8,34,0
14502,157,4,0,,,1,1,,8,8,45,45,0,807,0,23,14,5,5,5,1
14503,178,3,0,1,1,0,0,,6,6,58,58,4,336,4,6,36,11,40,36,1
14504,82,3,0,,,0,2,,5,5,49,49,2,830,2,2,8,2,12,8,1
14505,149,29,0,,,1,0,1,16,16,24,24,4,650,4,6,42,11,58,17,0
14506,420,22,0,,,0,2,,3,3,143,143,4,279,4,6,50,22,62,50,1
14507,113,26,0,,,1,0,,3,3,121,121,3,192,3,3,52,21,59,31,1
14508,110,4,0,0,0,1,0,1,26,26,24,24,4,452,4,6,42,22,40,36,0
14509,88,4,0,,0,1,0,,64,64,18,18,3,315,3,3,12,8,14,13,0
14510,45,20,0,,,0,2,,25,25,50,50,4,256,4,6,36,11,35,9,1
14511,467,4,0,,,1,2,,31,31,90,90,3,432,3,3,18,18,55,28,0
14512,169,3,0,,,1,2,,24,24,143,143,4,279,4,6,50,22,62,50,1
14513,92,6,0,1,0,1,1,,21,21,101,101,2,513,2,2,11,13,21,19,1
14514,147,16,0,,,1,1,,3,3,75,75,4,332,4,6,9,20,9,9,1
14515,142,25,0,,,1,0,0,3,3,21,21,0,103,0,11,0,4,0,0,1
14516,299,2,0,,,1,0,10,16,16,114,114,4,175,4,6,50,14,36,30,1
14517,41,16,0,,,0,0,0,21,21,16,16,2,17,2,2,2,2,2,2,1
14518,149,14,0,,,0,2,,16,16,94,94,0,705,0,44,14,0,5,0,1
14519,459,3,0,,0,1,1,,9,9,110,110,0,234,0,35,0,0,17,10,1
14520,89,3,0,,,0,2,,19,19,133,133,4,441,4,6,16,11,19,17,1
14521,102,4,0,1,1,1,0,,43,43,151,151,1,838,1,1,38,23,61,49,0
14522,264,23,0,1,0,0,0,1,3,3,7,7,4,227,4,6,6,16,42,38,1
14523,49,4,0,,,1,0,,80,80,32,32,3,34,3,3,21,8,25,13,1
14524,195,6,0,,,1,0,0,6,6,125,125,1,257,1,1,39,25,45,42,1
14525,64,15,0,,1,0,0,18,0,0,52,52,3,73,3,3,31,21,37,31,1
14526,109,16,0,,,1,0,1,3,3,53,53,4,702,4,6,32,22,38,32,1
14527,97,7,0,,,0,0,5,39,39,14,14,0,538,0,4,10,7,10,11,0
14528,150,5,1,0,,1,0,,0,0,111,111,1,172,1,1,45,1,29,1,1
14529,103,31,0,,,0,2,19,16,16,61,61,0,388,0,25,7,10,44,23,1
14530,107,4,0,,,1,1,,1,1,38,38,0,884,0,18,25,17,31,16,0
14531,133,16,0,,,0,0,,0,0,81,81,3,116,3,3,31,21,53,44,1
14532,483,26,0,,,1,0,1,3,3,29,29,0,76,0,16,14,5,11,0,1
14533,429,14,0,1,,0,0,72,47,47,99,99,4,341,4,6,24,14,46,48,1
14534,421,4,0,,,1,1,,49,49,29,29,0,213,0,13,14,0,5,0,1
14535,130,5,0,1,,0,0,6,9,9,57,57,4,329,4,6,13,9,15,35,1
14536,84,27,0,,,0,2,,47,47,99,99,4,151,4,6,24,14,46,26,0
14537,133,6,0,,,1,0,,16,16,100,100,2,514,2,2,11,13,21,19,1
14538,156,24,0,,,1,1,1,3,3,76,76,1,241,1,1,44,1,1,1,1
14539,19,5,0,,,0,2,,2,2,123,123,2,255,2,2,8,13,8,8,1
14540,110,17,0,,,0,0,44,47,47,5,5,0,5,0,4,4,0,4,4,1
14541,174,3,1,,0,1,0,1,5,5,110,110,0,170,0,35,0,0,17,10,1
14542,93,12,0,,,1,0,,2,2,14,14,0,71,0,4,10,7,10,11,1
14543,202,13,0,,,1,1,,5,5,74,74,0,634,0,9,5,5,16,5,1
14544,130,4,0,,,1,0,31,19,19,24,24,4,26,4,6,16,11,19,17,1
14545,147,7,0,,,1,1,0,3,3,30,30,0,385,0,14,19,7,23,21,1
14546,478,13,0,,,0,1,,19,19,17,17,4,344,4,6,9,6,13,12,1
14547,158,9,0,1,,1,0,,28,28,60,60,2,74,2,2,11,2,12,19,1
14548,127,4,0,,,1,0,,9,9,35,35,0,460,0,17,20,7,28,22,0
14549,128,21,0,,,0,0,2,16,16,143,143,4,472,4,6,50,13,62,50,1
14550,67,5,0,,,1,0,,14,14,134,134,3,478,3,3,3,3,3,3,0
14551,129,13,1,,,0,0,,0,0,61,61,0,575,0,32,7,10,44,7,0
14552,135,26,0,,,1,0,1,16,16,64,64,2,461,2,2,2,2,2,2,0
14553,488,26,0,,,1,2,1,8,8,90,90,3,130,3,3,18,8,55,28,2
14554,154,22,0,,,0,1,1,3,3,48,48,4,492,4,6,30,14,36,30,0
14555,92,6,0,1,0,1,0,,5,5,46,46,0,637,0,38,4,0,10,10,1
14556,433,7,1,,,1,2,,11,11,71,71,0,92,0,28,41,10,23,7,1
14557,64,22,0,,,0,2,1,16,16,88,88,4,221,4,6,48,14,27,48,1
14558,460,5,0,,0,1,0,2,39,39,13,13,0,98,0,8,4,0,17,10,0
14559,154,1,1,,,1,1,,10,10,52,52,3,528,3,3,31,21,37,31,2
14560,108,8,0,,,1,2,,36,36,51,51,4,281,4,6,30,11,35,9,1
14561,116,24,0,,,1,0,1,16,16,107,107,4,932,4,6,48,24,15,35,1
14562,481,3,0,,,1,0,,11,11,60,60,2,77,2,2,11,13,21,19,1
14563,41,5,0,,,1,0,,40,40,91,91,2,331,2,2,8,2,12,8,1
