idx,created_at,tree_dbh,curb_loc,health,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist,health_is_0,health_is_1,health_is_2
14995,2015-11-18,15,OnCurb,1,,,Damage,TreesCount Staff,Stones,green ash,Fraxinus pennsylvanica,SI05,New Springville-Bloomfield-Travis,5,5029103,Staten Island,Staten Island,502,24,63,50,0,1,0
14996,2016-06-23,6,OnCurb,1,,,NoDamage,Volunteer,,Japanese tree lilac,Syringa reticulata,BK61,Crown Heights North,3,3024700,Brooklyn,Brooklyn,303,25,56,36,0,1,0
14997,2016-06-23,10,OnCurb,0,1or2,,NoDamage,TreesCount Staff,Stones,Norway maple,Acer platanoides,BK88,Borough Park,3,3019200,Brooklyn,Brooklyn,312,17,48,44,1,0,0
14998,2015-11-23,7,OnCurb,2,,,NoDamage,Volunteer,Stones,pin oak,Quercus palustris,QN15,Far Rockaway-Bayswater,4,4103202,Queens,Far Rockaway,414,10,23,31,0,0,1
14999,2015-10-21,6,OnCurb,1,,Harmful,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,QN07,Hollis,4,4050000,Queens,Hollis,412,14,29,27,0,1,0
15000,2015-09-28,6,OnCurb,1,1or2,Helpful,Damage,Volunteer,StonesRootOther,London planetree,Platanus x acerifolia,BK30,Dyker Heights,3,3021200,Brooklyn,Brooklyn,310,22,49,38,0,1,0
15001,2016-07-04,9,OnCurb,1,,,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,5027705,Staten Island,Staten Island,502,24,63,51,0,1,0
15002,2015-11-28,16,OnCurb,1,,,Damage,Volunteer,,silver maple,Acer saccharinum,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4155102,Queens,Glen Oaks,413,11,24,23,0,1,0
15003,2015-07-13,17,OnCurb,0,,Helpful,NoDamage,Volunteer,StonesBranchLights,American elm,Ulmus americana,SI54,Great Kills,5,5015603,Staten Island,Staten Island,503,24,64,51,1,0,0
15004,2016-04-22,6,OnCurb,1,,,NoDamage,Volunteer,WiresRope,Siberian elm,Ulmus pumila,BK31,Bay Ridge,3,3006200,Brooklyn,Brooklyn,310,22,46,43,0,1,0
15005,2015-10-07,14,OnCurb,0,,,Damage,TreesCount Staff,MetalGrates,pin oak,Quercus palustris,QN38,Pomonok-Flushing Heights-Hillcrest,4,4124700,Queens,Fresh Meadows,408,11,25,24,1,0,0
15006,2015-09-24,16,OnCurb,1,,,Damage,TreesCount Staff,,cherry,Prunus,BK82,East New York,3,3112400,Brooklyn,Brooklyn,305,19,60,42,0,1,0
15007,2016-09-19,5,OnCurb,0,,Helpful,Damage,NYC Parks Staff,,honeylocust,Gleditsia triacanthos var. inermis,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157902,Queens,Glen Oaks,413,11,24,23,1,0,0
15008,2015-10-13,10,OnCurb,1,,,NoDamage,Volunteer,StonesBranchLights,London planetree,Platanus x acerifolia,BK42,Flatbush,3,3048200,Brooklyn,Brooklyn,314,17,44,40,0,1,0
15009,2015-09-12,3,OnCurb,1,3or4,Helpful,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,MN32,Yorkville,1,1014402,Manhattan,New York,108,28,76,5,0,1,0
15010,2015-10-22,33,OnCurb,1,,,NoDamage,TreesCount Staff,,pin oak,Quercus palustris,QN51,Murray Hill,4,4115100,Queens,Flushing,407,11,40,19,0,1,0
15011,2015-09-27,2,OnCurb,1,,,Damage,Volunteer,Stones,pin oak,Quercus palustris,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3063600,Brooklyn,Brooklyn,318,22,59,46,0,1,0
15012,2015-10-19,4,OnCurb,0,1or2,,Damage,Volunteer,,Callery pear,Pyrus calleryana,BX75,Crotona Park East,2,2015300,Bronx,Bronx,203,32,79,17,1,0,0
15013,2015-10-23,16,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,BK32,Sunset Park West,3,3014500,Brooklyn,Brooklyn,307,20,51,38,0,1,0
15014,2015-10-27,24,OnCurb,0,,,Damage,TreesCount Staff,StonesTrunkOther,tulip-poplar,Liriodendron tulipifera,BX31,Allerton-Pelham Gardens,2,2031200,Bronx,Bronx,211,34,80,13,1,0,0
15015,2015-10-01,3,OnCurb,1,1or2,Helpful,Damage,Volunteer,,cherry,Prunus,MN03,Central Harlem North-Polo Grounds,1,1021200,Manhattan,New York,110,30,70,9,0,1,0
15016,2015-10-15,9,OnCurb,1,,,Damage,Volunteer,RootOtherTrunkOther,red horse chestnut,Aesculus x carnea,SI05,New Springville-Bloomfield-Travis,5,5029104,Staten Island,Staten Island,502,24,63,50,0,1,0
15017,2016-08-06,9,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,StonesTrunkOther,American elm,Ulmus americana,QN08,St. Albans,4,4042400,Queens,Jamaica,412,14,29,27,0,1,0
15018,2015-12-08,10,OnCurb,1,,,NoDamage,TreesCount Staff,StonesRootOtherTrunkOther,Japanese tree lilac,Syringa reticulata,BX13,Co-op City,2,2046201,Bronx,Bronx,210,36,82,12,0,1,0
15019,2015-08-22,2,OnCurb,2,1or2,Harmful,Damage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,SI28,Port Richmond,5,5021300,Staten Island,Staten Island,501,23,61,49,0,0,1
15020,2015-11-04,11,OnCurb,2,,,Damage,TreesCount Staff,RootOtherWiresRopeBranchLights,bald cypress,Taxodium distichum,SI48,Arden Heights,5,5017008,Staten Island,Staten Island,503,24,62,51,0,0,1
15021,2015-11-12,8,OnCurb,1,1or2,,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,BX07,Bronxdale,2,2032800,Bronx,Bronx,211,34,80,13,0,1,0
15022,2016-06-29,11,OffsetFromCurb,1,,,NoDamage,NYC Parks Staff,BranchLights,green ash,Fraxinus pennsylvanica,SI07,Westerleigh,5,5016901,Staten Island,Staten Island,501,24,63,49,0,1,0
15023,2016-09-20,10,OnCurb,1,,,Damage,TreesCount Staff,StonesWiresRopeBranchLights,Norway maple,Acer platanoides,SI14,Grasmere-Arrochar-Ft. Wadsworth,5,5006400,Staten Island,Staten Island,502,23,64,50,0,1,0
15024,2015-08-23,4,OffsetFromCurb,1,1or2,,NoDamage,NYC Parks Staff,,green ash,Fraxinus pennsylvanica,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5019800,Staten Island,Staten Island,503,24,62,51,0,1,0
15025,2016-03-25,16,OnCurb,2,,,Damage,Volunteer,,Callery pear,Pyrus calleryana,BX01,Claremont-Bathgate,2,2039500,Bronx,Bronx,206,33,86,15,0,0,1
15026,2016-07-05,6,OnCurb,1,,,NoDamage,NYC Parks Staff,,American linden,Tilia americana,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,5027702,Staten Island,Staten Island,502,24,63,51,0,1,0
15027,2015-11-05,29,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,BX13,Co-op City,2,2046201,Bronx,Bronx,210,34,82,12,0,1,0
15028,2015-07-15,7,OnCurb,0,,,NoDamage,TreesCount Staff,,red maple,Acer rubrum,QN61,Jamaica,4,4020600,Queens,Jamaica,412,10,32,28,1,0,0
15029,2015-08-01,13,OnCurb,1,,,NoDamage,Volunteer,Stones,honeylocust,Gleditsia triacanthos var. inermis,QN17,Forest Hills,4,4070900,Queens,Forest Hills,406,15,28,29,0,1,0
15030,2015-10-26,3,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,BK75,Bedford,3,3053100,Brooklyn,Brooklyn,301,26,50,33,0,1,0
15031,2015-11-21,6,OnCurb,1,1or2,,NoDamage,TreesCount Staff,,littleleaf linden,Tilia cordata,QN43,Bellerose,4,4161700,Queens,Bellerose,413,11,33,23,0,1,0
15032,2015-08-20,15,OnCurb,1,1or2,,NoDamage,Volunteer,RootOtherTrunkOther,littleleaf linden,Tilia cordata,BK42,Flatbush,3,3048000,Brooklyn,Brooklyn,314,17,44,44,0,1,0
15033,2016-06-27,5,OnCurb,0,,Unsure,NoDamage,Volunteer,,red maple,Acer rubrum,QN48,Auburndale,4,4113900,Queens,Flushing,411,11,26,19,1,0,0
15034,2015-07-31,15,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,,swamp white oak,Quercus bicolor,BX59,Westchester-Unionport,2,2007800,Bronx,Bronx,209,32,87,18,1,0,0
15035,2015-09-29,7,OnCurb,1,1or2,,NoDamage,NYC Parks Staff,,honeylocust,Gleditsia triacanthos var. inermis,MN15,Clinton,1,1012700,Manhattan,New York,104,27,75,3,0,1,0
15036,2015-09-26,14,OnCurb,1,1or2,,NoDamage,Volunteer,,Callery pear,Pyrus calleryana,SI45,New Dorp-Midland Beach,5,5011202,Staten Island,Staten Island,502,24,64,50,0,1,0
15037,2016-07-31,9,OnCurb,1,,Helpful,NoDamage,Volunteer,RootOtherTrunkOther,blackgum,Nyssa sylvatica,QN17,Forest Hills,4,4073100,Queens,Forest Hills,406,15,28,29,0,1,0
15038,2016-04-08,4,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,American hophornbeam,Ostrya virginiana,SI32,Rossville-Woodrow,5,5020804,Staten Island,Staten Island,503,24,62,51,0,1,0
15039,2016-06-27,3,OnCurb,1,,,Damage,TreesCount Staff,StonesTrunkOtherBranchOther,Callery pear,Pyrus calleryana,QN62,Queensboro Hill,4,4083700,Queens,Flushing,407,16,25,20,0,1,0
15040,2015-09-26,13,OnCurb,1,1or2,Harmful,NoDamage,Volunteer,Stones,Callery pear,Pyrus calleryana,QN21,Middle Village,4,4066701,Queens,Maspeth,405,15,30,30,0,1,0
15041,2016-06-01,5,OnCurb,0,,,Damage,NYC Parks Staff,,Norway maple,Acer platanoides,QN27,East Elmhurst,4,4035700,Queens,East Elmhurst,403,13,35,21,1,0,0
15042,2015-12-17,14,OnCurb,1,,,Damage,Volunteer,MetalGrates,northern red oak,Quercus rubra,QN45,Douglas Manor-Douglaston-Little Neck,4,4152901,Queens,Little Neck,411,11,26,23,0,1,0
15043,2015-09-26,4,OnCurb,1,1or2,,NoDamage,Volunteer,,cherry,Prunus,SI54,Great Kills,5,5014608,Staten Island,Staten Island,503,24,62,51,0,1,0
15044,2016-09-22,13,OnCurb,1,,Unsure,Damage,Volunteer,BranchLights,littleleaf linden,Tilia cordata,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,1,1009300,Manhattan,New York,104,27,75,3,0,1,0
15045,2015-09-08,4,OnCurb,0,,Unsure,Damage,Volunteer,,American linden,Tilia americana,QN21,Middle Village,4,4062100,Queens,Middle Village,405,15,28,30,1,0,0
15046,2015-09-05,30,OnCurb,1,,,NoDamage,Volunteer,,London planetree,Platanus x acerifolia,BX63,West Concourse,2,2006300,Bronx,Bronx,201,29,84,17,0,1,0
15047,2015-07-02,4,OnCurb,1,,,NoDamage,TreesCount Staff,,pin oak,Quercus palustris,BK75,Bedford,3,3025300,Brooklyn,Brooklyn,303,25,56,36,0,1,0
15048,2015-10-26,9,OnCurb,0,,,Damage,Volunteer,Stones,English oak,Quercus robur,BX10,Pelham Bay-Country Club-City Island,2,2030000,Bronx,Bronx,210,34,82,13,1,0,0
15049,2015-07-07,28,OnCurb,0,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,QN17,Forest Hills,4,4072900,Queens,Forest Hills,406,15,28,29,1,0,0
15050,2015-08-24,4,OnCurb,1,,,NoDamage,Volunteer,Stones,American linden,Tilia americana,QN46,Bayside-Bayside Hills,4,4147100,Queens,Bayside,411,11,26,19,0,1,0
15051,2016-07-13,24,OnCurb,1,,,NoDamage,NYC Parks Staff,,green ash,Fraxinus pennsylvanica,QN49,Whitestone,4,4098100,Queens,Whitestone,407,11,27,19,0,1,0
15052,2015-10-15,18,OnCurb,1,,,NoDamage,NYC Parks Staff,,green ash,Fraxinus pennsylvanica,QN60,Kew Gardens,4,4077500,Queens,Kew Gardens,409,14,27,29,0,1,0
15053,2015-09-27,6,OnCurb,1,,,Damage,TreesCount Staff,,red maple,Acer rubrum,QN51,Murray Hill,4,4114700,Queens,Flushing,407,11,40,19,0,1,0
15054,2015-06-09,26,OnCurb,1,,,Damage,TreesCount Staff,MetalGratesWiresRope,silver maple,Acer saccharinum,BK46,Ocean Parkway South,3,3044400,Brooklyn,Brooklyn,312,22,48,44,0,1,0
15055,2015-08-03,13,OnCurb,0,,Helpful,Damage,Volunteer,BranchLights,American linden,Tilia americana,BK37,Park Slope-Gowanus,3,3016700,Brooklyn,Brooklyn,306,21,44,39,1,0,0
15056,2016-08-26,6,OnCurb,1,,,Damage,TreesCount Staff,BranchLights,Norway maple,Acer platanoides,QN38,Pomonok-Flushing Heights-Hillcrest,4,4126700,Queens,Jamaica,408,14,24,24,0,1,0
15057,2015-10-24,4,OnCurb,1,,Harmful,Damage,TreesCount Staff,BranchLights,purple-leaf plum,Prunus cerasifera,BK82,East New York,3,3107000,Brooklyn,Brooklyn,305,19,60,42,0,1,0
15058,2015-10-19,11,OnCurb,1,1or2,,Damage,Volunteer,WiresRope,pin oak,Quercus palustris,SI32,Rossville-Woodrow,5,5020801,Staten Island,Staten Island,503,24,62,51,0,1,0
15059,2016-06-27,7,OnCurb,1,,Helpful,NoDamage,Volunteer,,cherry,Prunus,SI11,Charleston-Richmond Valley-Tottenville,5,5022600,Staten Island,Staten Island,503,24,62,51,0,1,0
15060,2015-08-09,3,OnCurb,1,,,Damage,TreesCount Staff,Stones,green ash,Fraxinus pennsylvanica,BK23,West Brighton,3,3035400,Brooklyn,Brooklyn,313,23,46,47,0,1,0
15061,2015-09-10,5,OnCurb,1,,,NoDamage,NYC Parks Staff,,cherry,Prunus,QN28,Jackson Heights,4,4028700,Queens,Jackson Heights,403,13,34,25,0,1,0
15062,2015-11-19,12,OnCurb,1,3or4,Helpful,Damage,Volunteer,RootOther,Sophora,Styphnolobium japonicum,MN12,Upper West Side,1,1016100,Manhattan,New York,107,29,67,6,0,1,0
15063,2015-10-19,6,OnCurb,1,1or2,Helpful,Damage,NYC Parks Staff,,littleleaf linden,Tilia cordata,QN49,Whitestone,4,4094500,Queens,College Point,407,11,27,19,0,1,0
15064,2016-07-12,18,OnCurb,1,,,NoDamage,Volunteer,RootOther,bur oak,Quercus macrocarpa,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,5018100,Staten Island,Staten Island,502,24,62,50,0,1,0
15065,2015-09-01,6,OnCurb,0,3or4,Harmful,NoDamage,Volunteer,,cherry,Prunus,QN31,Hunters Point-Sunnyside-West Maspeth,4,4000700,Queens,Long Island City,402,12,37,26,1,0,0
15066,2015-10-19,3,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,BranchOther,crimson king maple,Acer platanoides 'Crimson King',BX22,North Riverdale-Fieldston-Riverdale,2,2033700,Bronx,Bronx,208,34,81,11,1,0,0
15067,2015-09-01,32,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,BK81,Brownsville,3,3092400,Brooklyn,Brooklyn,316,20,55,41,0,1,0
15068,2015-07-27,8,OnCurb,1,1or2,Helpful,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,BK33,Carroll Gardens-Columbia Street-Red Hook,3,3006300,Brooklyn,Brooklyn,306,26,52,39,0,1,0
15069,2015-09-20,8,OnCurb,0,,,Damage,NYC Parks Staff,StonesTrunkOther,black locust,Robinia pseudoacacia,QN37,Kew Gardens Hills,4,4080900,Queens,Flushing,408,15,27,24,1,0,0
15070,2015-10-25,6,OnCurb,1,,,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,QN15,Far Rockaway-Bayswater,4,4101002,Queens,Far Rockaway,414,15,23,31,0,1,0
15071,2015-10-07,5,OnCurb,0,1or2,Harmful,NoDamage,TreesCount Staff,,littleleaf linden,Tilia cordata,BK85,East New York (Pennsylvania Ave),3,3115600,Brooklyn,Brooklyn,305,19,60,42,1,0,0
15072,2015-09-18,7,OnCurb,1,,,NoDamage,Volunteer,,Japanese tree lilac,Syringa reticulata,QN07,Hollis,4,4050800,Queens,Saint Albans,412,14,33,27,0,1,0
15073,2016-07-27,6,OnCurb,1,1or2,,NoDamage,Volunteer,,Amur maackia,Maackia amurensis,BK88,Borough Park,3,3021800,Brooklyn,Brooklyn,312,17,48,44,0,1,0
15074,2016-07-13,6,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,StonesTrunkOtherBranchOther,Norway maple,Acer platanoides,QN35,Briarwood-Jamaica Hills,4,4023600,Queens,Jamaica,408,11,24,24,0,1,0
15075,2015-06-29,4,OnCurb,1,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,BK73,North Side-South Side,3,3051500,Brooklyn,Brooklyn,301,18,50,33,0,1,0
15076,2015-11-14,5,OnCurb,1,1or2,,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,QN41,Fresh Meadows-Utopia,4,4134100,Queens,Fresh Meadows,408,11,25,24,0,1,0
15077,2015-09-13,13,OnCurb,1,1or2,Helpful,Damage,Volunteer,MetalGrates,littleleaf linden,Tilia cordata,MN40,Upper East Side-Carnegie Hill,1,1012800,Manhattan,New York,108,28,73,4,0,1,0
15078,2016-07-22,30,OnCurb,1,,,NoDamage,TreesCount Staff,Stones,pin oak,Quercus palustris,MN31,Lenox Hill-Roosevelt Island,1,1013400,Manhattan,New York,108,28,76,4,0,1,0
15079,2015-10-26,6,OnCurb,1,,,Damage,NYC Parks Staff,,Callery pear,Pyrus calleryana,QN57,Lindenwood-Howard Beach,4,4089200,Queens,Howard Beach,410,15,23,32,0,1,0
15080,2015-10-10,3,OnCurb,1,1or2,,NoDamage,Volunteer,RootOther,London planetree,Platanus x acerifolia,QN62,Queensboro Hill,4,4083700,Queens,Flushing,407,16,25,20,0,1,0
15081,2016-02-21,17,OnCurb,1,3or4,Helpful,Damage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,BK72,Williamsburg,3,3052900,Brooklyn,Brooklyn,301,26,50,33,0,1,0
15082,2015-10-20,7,OnCurb,0,1or2,,NoDamage,Volunteer,,cherry,Prunus,BK35,Stuyvesant Heights,3,3029300,Brooklyn,Brooklyn,303,25,56,36,1,0,0
15083,2015-10-13,5,OnCurb,1,,,Damage,TreesCount Staff,BranchLights,crab apple,Malus,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157901,Queens,Glen Oaks,413,11,33,23,0,1,0
15084,2015-11-19,15,OnCurb,1,,,Damage,NYC Parks Staff,MetalGrates,pin oak,Quercus palustris,QN21,Middle Village,4,4065900,Queens,Middle Village,405,15,28,30,0,1,0
15085,2015-10-21,6,OnCurb,1,,,Damage,NYC Parks Staff,,silver maple,Acer saccharinum,QN50,Elmhurst-Maspeth,4,4024300,Queens,Woodside,402,15,30,30,0,1,0
15086,2015-10-05,15,OnCurb,1,,,NoDamage,NYC Parks Staff,Stones,ginkgo,Ginkgo biloba,BX63,West Concourse,2,2006300,Bronx,Bronx,201,29,84,17,0,1,0
15087,2016-08-01,10,OnCurb,0,1or2,,NoDamage,Volunteer,MetalGrates,black locust,Robinia pseudoacacia,QN19,Glendale,4,4062500,Queens,Ridgewood,405,15,38,30,1,0,0
15088,2015-09-09,15,OnCurb,1,,,NoDamage,TreesCount Staff,,blue spruce,Picea pungens,QN31,Hunters Point-Sunnyside-West Maspeth,4,4017900,Queens,Long Island City,402,12,37,26,0,1,0
15089,2015-11-12,14,OnCurb,1,,Harmful,NoDamage,Volunteer,Stones,silver linden,Tilia tomentosa,MN32,Yorkville,1,1014402,Manhattan,New York,108,28,76,5,0,1,0
15090,2015-11-17,28,OnCurb,0,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,QN45,Douglas Manor-Douglaston-Little Neck,4,4152901,Queens,Little Neck,411,11,26,23,1,0,0
15091,2015-09-08,23,OnCurb,1,,,NoDamage,NYC Parks Staff,Stones,London planetree,Platanus x acerifolia,BK82,East New York,3,3120800,Brooklyn,Brooklyn,305,19,60,42,0,1,0
15092,2015-10-10,16,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,BranchOther,Sophora,Styphnolobium japonicum,MN33,East Harlem South,1,1017200,Manhattan,New York,111,29,68,8,1,0,0
15093,2015-10-08,19,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,MN06,Manhattanville,1,1022301,Manhattan,New York,109,31,70,7,0,1,0
15094,2015-10-11,3,OffsetFromCurb,1,1or2,Helpful,NoDamage,Volunteer,WiresRopeBranchLights,Callery pear,Pyrus calleryana,SI05,New Springville-Bloomfield-Travis,5,5027301,Staten Island,Staten Island,502,24,63,50,0,1,0
15095,2015-10-21,6,OnCurb,1,1or2,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,QN34,Queens Village,4,4051200,Queens,Queens Village,413,14,33,27,0,1,0
15096,2015-09-25,6,OnCurb,1,,,Damage,Volunteer,,English oak,Quercus robur,BX27,Hunts Point,2,2009300,Bronx,Bronx,202,34,84,17,0,1,0
15097,2015-09-13,21,OnCurb,1,,,Damage,TreesCount Staff,,English oak,Quercus robur,SI28,Port Richmond,5,5025100,Staten Island,Staten Island,501,24,61,50,0,1,0
15098,2015-09-26,9,OnCurb,1,1or2,,Damage,NYC Parks Staff,Stones,English oak,Quercus robur,SI25,Oakwood-Oakwood Beach,5,5013800,Staten Island,Staten Island,503,24,62,50,0,1,0
15099,2015-09-25,6,OnCurb,1,,,Damage,Volunteer,StonesWiresRopeBranchLights,English oak,Quercus robur,SI14,Grasmere-Arrochar-Ft. Wadsworth,5,5006400,Staten Island,Staten Island,502,23,64,50,0,1,0
15100,2015-08-04,9,OnCurb,0,1or2,Helpful,NoDamage,TreesCount Staff,,London planetree,Platanus x acerifolia,SI32,Rossville-Woodrow,5,5020804,Staten Island,Staten Island,503,24,62,51,1,0,0
15101,2015-11-30,31,OnCurb,1,,,NoDamage,NYC Parks Staff,TrunkOther,Siberian elm,Ulmus pumila,SI32,Rossville-Woodrow,5,5020801,Staten Island,Staten Island,503,24,62,51,0,1,0
15102,2015-10-17,5,OnCurb,1,,,NoDamage,TreesCount Staff,,cherry,Prunus,MN01,Marble Hill-Inwood,1,1029500,Manhattan,New York,112,31,72,10,0,1,0
15103,2016-07-28,14,OnCurb,0,,,Damage,TreesCount Staff,Stones,Callery pear,Pyrus calleryana,BX35,Morrisania-Melrose,2,2018500,Bronx,Bronx,203,32,79,16,1,0,0
15104,2015-09-12,7,OffsetFromCurb,1,,,NoDamage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,BK31,Bay Ridge,3,3013800,Brooklyn,Brooklyn,310,22,46,43,0,1,0
15105,2016-06-25,5,OnCurb,2,,,NoDamage,TreesCount Staff,,paperbark maple,Acer griseum,QN22,Flushing,4,4088901,Queens,Flushing,407,11,40,20,0,0,1
15106,2015-05-27,8,OnCurb,1,,,NoDamage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,SI05,New Springville-Bloomfield-Travis,5,5027301,Staten Island,Staten Island,502,24,63,50,0,1,0
15107,2015-06-04,3,OffsetFromCurb,1,,Harmful,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,QN15,Far Rockaway-Bayswater,4,4099802,Queens,Far Rockaway,414,10,23,31,0,1,0
15108,2015-10-15,4,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,QN48,Auburndale,4,4113900,Queens,Flushing,411,11,26,19,0,1,0
15109,2015-07-25,17,OnCurb,1,,,NoDamage,NYC Parks Staff,,pin oak,Quercus palustris,BX03,Eastchester-Edenwald-Baychester,2,2035800,Bronx,Bronx,212,36,83,12,0,1,0
15110,2015-10-06,7,OnCurb,1,1or2,,NoDamage,Volunteer,RootOther,cherry,Prunus,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,5017700,Staten Island,Staten Island,502,24,63,50,0,1,0
15111,2015-07-28,20,OnCurb,2,,,NoDamage,Volunteer,,Callery pear,Pyrus calleryana,MN15,Clinton,1,1012100,Manhattan,New York,104,27,75,3,0,0,1
15112,2015-10-07,5,OnCurb,1,3or4,Helpful,Damage,Volunteer,,ginkgo,Ginkgo biloba,BX44,Williamsbridge-Olinville,2,2038800,Bronx,Bronx,212,36,83,12,0,1,0
15113,2016-09-17,3,OnCurb,1,1or2,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157902,Queens,Glen Oaks,413,11,24,23,0,1,0
15114,2015-10-15,4,OnCurb,1,1or2,,Damage,TreesCount Staff,,cherry,Prunus,SI08,Grymes Hill-Clifton-Fox Hills,5,5003900,Staten Island,Staten Island,501,23,63,49,0,1,0
15115,2016-07-19,4,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,MN03,Central Harlem North-Polo Grounds,1,1021200,Manhattan,New York,110,30,70,9,0,1,0
15116,2015-07-02,16,OnCurb,1,,,Damage,Volunteer,BranchLights,London planetree,Platanus x acerifolia,BK28,Bensonhurst West,3,3029600,Brooklyn,Brooklyn,311,23,47,47,0,1,0
15117,2016-06-30,19,OnCurb,1,,Helpful,Damage,Volunteer,Stones,littleleaf linden,Tilia cordata,SI07,Westerleigh,5,5014700,Staten Island,Staten Island,501,24,63,50,0,1,0
15118,2015-07-24,17,OnCurb,1,,,NoDamage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,BK83,Cypress Hills-City Line,3,3120200,Brooklyn,Brooklyn,305,19,60,37,0,1,0
15119,2015-10-12,12,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,BX26,Highbridge,2,2019900,Bronx,Bronx,204,29,77,16,0,1,0
15120,2015-06-29,17,OnCurb,2,,,Damage,NYC Parks Staff,StonesWiresRopeBranchLights,littleleaf linden,Tilia cordata,BK83,Cypress Hills-City Line,3,3117800,Brooklyn,Brooklyn,305,18,54,37,0,0,1
15121,2015-07-08,11,OnCurb,1,,,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,QN28,Jackson Heights,4,4028300,Queens,Jackson Heights,403,13,39,21,0,1,0
15122,2015-08-09,7,OffsetFromCurb,1,,,Damage,Volunteer,BranchLights,English oak,Quercus robur,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3,3061200,Brooklyn,Brooklyn,315,22,45,48,0,1,0
15123,2015-09-12,7,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,BK42,Flatbush,3,3048200,Brooklyn,Brooklyn,314,17,44,40,0,1,0
15124,2015-09-12,6,OnCurb,1,,,NoDamage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,BX27,Hunts Point,2,2009300,Bronx,Bronx,202,32,84,17,0,1,0
15125,2015-07-27,7,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,BX14,East Concourse-Concourse Village,2,2017500,Bronx,Bronx,204,32,77,16,0,1,0
15126,2015-10-30,4,OnCurb,1,1or2,,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,MN25,Battery Park City-Lower Manhattan,1,1031704,Manhattan,New York,101,26,65,1,0,1,0
15127,2015-10-23,5,OnCurb,1,1or2,Helpful,NoDamage,TreesCount Staff,,cherry,Prunus,SI05,New Springville-Bloomfield-Travis,5,5029104,Staten Island,Staten Island,502,24,63,50,0,1,0
15128,2015-09-15,14,OnCurb,1,,,Damage,Volunteer,MetalGrates,green ash,Fraxinus pennsylvanica,BK31,Bay Ridge,3,3016000,Brooklyn,Brooklyn,310,22,46,43,0,1,0
